Author,Tag,Sentence,Length,Clean_Sentence
Poe,delay:withheld-info,"<amb>Much that I encountered on the way contributed, I know not how,
to heighten the vague sentiments of which I have already spoken.</amb>

<amb>While the objects around me--while the carvings of the ceilings,
the sombre tapestries of the walls, the ebony blackness of the
floors, and the phantasmagoric armorial trophies which rattled as
I strode, were but matters to which, or to such as which, I had
been accustomed from my infancy--while I hesitated not to
acknowledge how familiar was all this--I still wondered to find
how unfamiliar were the fancies which ordinary images were
stirring up.</amb>

<delay type=""withheld-info"">On one of the staircases, I met the physician of
the family.",120,"Much that I encountered on the way contributed, I know not how,
to heighten the vague sentiments of which I have already spoken.

While the objects around me--while the carvings of the ceilings,
the sombre tapestries of the walls, the ebony blackness of the
floors, and the phantasmagoric armorial trophies which rattled as
I strode, were but matters to which, or to such as which, I had
been accustomed from my infancy--while I hesitated not to
acknowledge how familiar was all this--I still wondered to find
how unfamiliar were the fancies which ordinary images were
stirring up.

On one of the staircases, I met the physician of
the family."
Poe,atmosphere,"<atmosphere>The windows were long, narrow, and pointed, and at so vast a
distance from the black oaken floor as to be altogether inaccessible
from within.</atmosphere>

<atmosphere>Feeble gleams of encrimsoned light made their way
through the trellised panes, and served to render sufficiently
distinct the more prominent objects around; the eye, however,
struggled in vain to reach the remoter angles of the chamber, or
the recesses of the vaulted and fretted ceiling.</atmosphere>

Dark draperies hung upon the walls.",81,"The windows were long, narrow, and pointed, and at so vast a
distance from the black oaken floor as to be altogether inaccessible
from within.

Feeble gleams of encrimsoned light made their way
through the trellised panes, and served to render sufficiently
distinct the more prominent objects around; the eye, however,
struggled in vain to reach the remoter angles of the chamber, or
the recesses of the vaulted and fretted ceiling.

Dark draperies hung upon the walls."
Poe,atmosphere,"<atmosphere>The windows were long, narrow, and pointed, and at so vast a
distance from the black oaken floor as to be altogether inaccessible
from within.</atmosphere>

<atmosphere>Feeble gleams of encrimsoned light made their way
through the trellised panes, and served to render sufficiently
distinct the more prominent objects around; the eye, however,
struggled in vain to reach the remoter angles of the chamber, or
the recesses of the vaulted and fretted ceiling.</atmosphere>

Dark draperies hung upon the walls.",81,"The windows were long, narrow, and pointed, and at so vast a
distance from the black oaken floor as to be altogether inaccessible
from within.

Feeble gleams of encrimsoned light made their way
through the trellised panes, and served to render sufficiently
distinct the more prominent objects around; the eye, however,
struggled in vain to reach the remoter angles of the chamber, or
the recesses of the vaulted and fretted ceiling.

Dark draperies hung upon the walls."
Poe,atmosphere,"<atmosphere>The general furniture was profuse,
comfortless, antique, and tattered.",10,"The general furniture was profuse,
comfortless, antique, and tattered."
Poe,atmosphere,"Many books and musical
instruments lay scattered about, but failed to give any vitality
to the scene.</atmosphere>

<atmosphere>I felt that I breathed an atmosphere of sorrow.",28,"Many books and musical
instruments lay scattered about, but failed to give any vitality
to the scene.

I felt that I breathed an atmosphere of sorrow."
Poe,amb,"We sat down; and for some moments,
while he spoke not,

<delay type=""foreshadowing"">I gazed upon him with a feeling half of pity,
half of awe.</delay>

<amb>Surely, man had never before so terribly altered,
in so brief a period, as had Roderick Usher!",46,"We sat down; and for some moments,
while he spoke not,

I gazed upon him with a feeling half of pity,
half of awe.

Surely, man had never before so terribly altered,
in so brief a period, as had Roderick Usher!"
Poe,delay:foreshadowing,"We sat down; and for some moments,
while he spoke not,

<delay type=""foreshadowing"">I gazed upon him with a feeling half of pity,
half of awe.</delay>

<amb>Surely, man had never before so terribly altered,
in so brief a period, as had Roderick Usher!",46,"We sat down; and for some moments,
while he spoke not,

I gazed upon him with a feeling half of pity,
half of awe.

Surely, man had never before so terribly altered,
in so brief a period, as had Roderick Usher!"
Poe,amb,"<delay type=""pacing"">A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.</delay>

<amb>And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.</amb>

<amb>The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.</amb>

<atmosphere>The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,</atmosphere>

<amb>I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.</amb>

<amb>In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.</amb>.",242,"A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.

And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.

The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.

The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,

I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.

In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.."
Poe,amb,"<delay type=""pacing"">A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.</delay>

<amb>And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.</amb>

<amb>The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.</amb>

<atmosphere>The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,</atmosphere>

<amb>I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.</amb>

<amb>In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.</amb>.",242,"A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.

And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.

The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.

The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,

I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.

In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.."
Poe,amb,"<delay type=""pacing"">A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.</delay>

<amb>And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.</amb>

<amb>The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.</amb>

<atmosphere>The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,</atmosphere>

<amb>I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.</amb>

<amb>In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.</amb>.",242,"A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.

And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.

The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.

The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,

I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.

In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.."
Poe,amb,"<delay type=""pacing"">A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.</delay>

<amb>And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.</amb>

<amb>The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.</amb>

<atmosphere>The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,</atmosphere>

<amb>I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.</amb>

<amb>In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.</amb>.",242,"A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.

And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.

The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.

The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,

I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.

In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.."
Poe,atmosphere,"<delay type=""pacing"">A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.</delay>

<amb>And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.</amb>

<amb>The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.</amb>

<atmosphere>The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,</atmosphere>

<amb>I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.</amb>

<amb>In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.</amb>.",242,"A cadaverousness of complexion; an eye large, liquid, and luminous
beyond comparison; lips somewhat thin and very pallid, but of a
surpassingly beautiful curve; a nose of a delicate Hebrew model,
but with a breadth of nostril unusual in similar formations; a
finely-moulded chin, speaking, in its want of prominence, of a
want of moral energy; hair of a more than web-like softness and
tenuity; these features, with an inordinate expansion above the
regions of the temple, made up altogether a countenance not
easily to be forgotten.

And now in the mere exaggeration of the
prevailing character of these features, and of the expression
they were wont to convey, lay so much of change that I doubted to
whom I spoke.

The now ghastly pallor of the skin, and the now
miraculous lustre of the eye, above all things startled and even
awed me.

The silken hair, too, had been suffered to grow all
unheeded, and as, in its wild gossamer texture, it floated rather
than fell about the face,

I could not, even with effort, connect
its Arabesque expression with any idea of simple humanity.

In the manner of my friend I was at once struck with an
incoherence--an inconsistency; and I soon found this to arise
from a series of feeble and futile struggles to overcome an
habitual trepidancy--an excessive nervous agitation.."
Poe,atmosphere,"<atmosphere>His action was alternately vivacious and
sullen.",8,"His action was alternately vivacious and
sullen."
Poe,delay:withheld-info,"His voice varied rapidly from a tremulous indecision
(when the animal spirits seemed utterly in abeyance) to
that species of energetic concision--that abrupt, weighty,
unhurried, and hollow-sounding enunciation--that leaden,
self-balanced and perfectly modulated guttural utterance, which may
be observed in the lost drunkard, or the irreclaimable eater of
opium, during the periods of his most intense excitement.</atmosphere>

<delay type=""withheld-info"">It was thus that he spoke of the object of my visit, of his
earnest desire to see me, and of the solace he expected me to
afford him.</delay>

<delay type=""withheld-info"">He entered, at some length, into what he conceived
to be the nature of his malady.",116,"His voice varied rapidly from a tremulous indecision
(when the animal spirits seemed utterly in abeyance) to
that species of energetic concision--that abrupt, weighty,
unhurried, and hollow-sounding enunciation--that leaden,
self-balanced and perfectly modulated guttural utterance, which may
be observed in the lost drunkard, or the irreclaimable eater of
opium, during the periods of his most intense excitement.

It was thus that he spoke of the object of my visit, of his
earnest desire to see me, and of the solace he expected me to
afford him.

He entered, at some length, into what he conceived
to be the nature of his malady."
Poe,delay:withheld-info,"His voice varied rapidly from a tremulous indecision
(when the animal spirits seemed utterly in abeyance) to
that species of energetic concision--that abrupt, weighty,
unhurried, and hollow-sounding enunciation--that leaden,
self-balanced and perfectly modulated guttural utterance, which may
be observed in the lost drunkard, or the irreclaimable eater of
opium, during the periods of his most intense excitement.</atmosphere>

<delay type=""withheld-info"">It was thus that he spoke of the object of my visit, of his
earnest desire to see me, and of the solace he expected me to
afford him.</delay>

<delay type=""withheld-info"">He entered, at some length, into what he conceived
to be the nature of his malady.",116,"His voice varied rapidly from a tremulous indecision
(when the animal spirits seemed utterly in abeyance) to
that species of energetic concision--that abrupt, weighty,
unhurried, and hollow-sounding enunciation--that leaden,
self-balanced and perfectly modulated guttural utterance, which may
be observed in the lost drunkard, or the irreclaimable eater of
opium, during the periods of his most intense excitement.

It was thus that he spoke of the object of my visit, of his
earnest desire to see me, and of the solace he expected me to
afford him.

He entered, at some length, into what he conceived
to be the nature of his malady."
Poe,amb,"It was, he said, a
constitutional and a family evil, and one for which he despaired
to find a remedy--a mere nervous affection, he immediately added,
which would undoubtedly soon pass off.</delay>

<amb>It displayed itself in a
host of unnatural sensations.",44,"It was, he said, a
constitutional and a family evil, and one for which he despaired
to find a remedy--a mere nervous affection, he immediately added,
which would undoubtedly soon pass off.

It displayed itself in a
host of unnatural sensations."
Poe,amb,"Some of these, as he detailed
them, interested and bewildered me; although, perhaps, the terms,
and the general manner of the narration had their weight.</amb>

<atmosphere>He suffered much from a morbid acuteness of the senses; the most
insipid food was alone endurable; he could wear only garments of
certain texture; the odours of all flowers were oppressive; his
eyes were tortured by even a faint light; and there were but
peculiar sounds, and these from stringed instruments, which did
not inspire him with horror.</atmosphere>

<amb>To an anomalous species of terror I found him a bounden
slave.</amb>

<delay type=""foreshadowing"">""I shall perish,"" said he, ""I must perish in this
deplorable folly.",116,"Some of these, as he detailed
them, interested and bewildered me; although, perhaps, the terms,
and the general manner of the narration had their weight.

He suffered much from a morbid acuteness of the senses; the most
insipid food was alone endurable; he could wear only garments of
certain texture; the odours of all flowers were oppressive; his
eyes were tortured by even a faint light; and there were but
peculiar sounds, and these from stringed instruments, which did
not inspire him with horror.

To an anomalous species of terror I found him a bounden
slave.

""I shall perish,"" said he, ""I must perish in this
deplorable folly."
Poe,atmosphere,"Some of these, as he detailed
them, interested and bewildered me; although, perhaps, the terms,
and the general manner of the narration had their weight.</amb>

<atmosphere>He suffered much from a morbid acuteness of the senses; the most
insipid food was alone endurable; he could wear only garments of
certain texture; the odours of all flowers were oppressive; his
eyes were tortured by even a faint light; and there were but
peculiar sounds, and these from stringed instruments, which did
not inspire him with horror.</atmosphere>

<amb>To an anomalous species of terror I found him a bounden
slave.</amb>

<delay type=""foreshadowing"">""I shall perish,"" said he, ""I must perish in this
deplorable folly.",116,"Some of these, as he detailed
them, interested and bewildered me; although, perhaps, the terms,
and the general manner of the narration had their weight.

He suffered much from a morbid acuteness of the senses; the most
insipid food was alone endurable; he could wear only garments of
certain texture; the odours of all flowers were oppressive; his
eyes were tortured by even a faint light; and there were but
peculiar sounds, and these from stringed instruments, which did
not inspire him with horror.

To an anomalous species of terror I found him a bounden
slave.

""I shall perish,"" said he, ""I must perish in this
deplorable folly."
Poe,delay:foreshadowing,"Some of these, as he detailed
them, interested and bewildered me; although, perhaps, the terms,
and the general manner of the narration had their weight.</amb>

<atmosphere>He suffered much from a morbid acuteness of the senses; the most
insipid food was alone endurable; he could wear only garments of
certain texture; the odours of all flowers were oppressive; his
eyes were tortured by even a faint light; and there were but
peculiar sounds, and these from stringed instruments, which did
not inspire him with horror.</atmosphere>

<amb>To an anomalous species of terror I found him a bounden
slave.</amb>

<delay type=""foreshadowing"">""I shall perish,"" said he, ""I must perish in this
deplorable folly.",116,"Some of these, as he detailed
them, interested and bewildered me; although, perhaps, the terms,
and the general manner of the narration had their weight.

He suffered much from a morbid acuteness of the senses; the most
insipid food was alone endurable; he could wear only garments of
certain texture; the odours of all flowers were oppressive; his
eyes were tortured by even a faint light; and there were but
peculiar sounds, and these from stringed instruments, which did
not inspire him with horror.

To an anomalous species of terror I found him a bounden
slave.

""I shall perish,"" said he, ""I must perish in this
deplorable folly."
Poe,delay:foreshadowing,"Thus, thus, and not otherwise, shall I be
lost.</delay>

<delay type=""foreshadowing"">I dread the events of the future, not in themselves, but
in their results.",27,"Thus, thus, and not otherwise, shall I be
lost.

I dread the events of the future, not in themselves, but
in their results."
Poe,amb,"In this unnerved--in
this pitiable condition--I feel that the period will sooner or
later arrive when I must abandon life and reason together, in
some struggle with the grim phantasm, FEAR.""</delay>

<amb>I learned, moreover, at intervals, and through broken and
equivocal hints, another singular feature of his mental
condition.</amb>

<amb>He was enchained by certain superstitious impressions
in regard to the dwelling which he tenanted, and whence, for many
years, he had never ventured forth--in regard to an influence
whose supposititious force was conveyed in terms too shadowy here
to be re-stated--an influence which some peculiarities in the
mere form and substance of his family mansion, had, by
dint of long sufferance, he said, obtained over his spirit--an
effect which the physique of the grey walls and turrets, and
of the dim tarn into which they all looked down, had, at length,
brought about upon the morale of his existence.</amb>

He admitted, however, although with hesitation, that much of
the peculiar gloom which thus afflicted him could be traced to a
more natural and far more palpable origin--to the severe and
long-continued illness--indeed to the evidently approaching
dissolution--of a tenderly beloved sister--his sole companion for
long years--his last and only relative on earth.",219,"In this unnerved--in
this pitiable condition--I feel that the period will sooner or
later arrive when I must abandon life and reason together, in
some struggle with the grim phantasm, FEAR.""

I learned, moreover, at intervals, and through broken and
equivocal hints, another singular feature of his mental
condition.

He was enchained by certain superstitious impressions
in regard to the dwelling which he tenanted, and whence, for many
years, he had never ventured forth--in regard to an influence
whose supposititious force was conveyed in terms too shadowy here
to be re-stated--an influence which some peculiarities in the
mere form and substance of his family mansion, had, by
dint of long sufferance, he said, obtained over his spirit--an
effect which the physique of the grey walls and turrets, and
of the dim tarn into which they all looked down, had, at length,
brought about upon the morale of his existence.

He admitted, however, although with hesitation, that much of
the peculiar gloom which thus afflicted him could be traced to a
more natural and far more palpable origin--to the severe and
long-continued illness--indeed to the evidently approaching
dissolution--of a tenderly beloved sister--his sole companion for
long years--his last and only relative on earth."
Poe,amb,"In this unnerved--in
this pitiable condition--I feel that the period will sooner or
later arrive when I must abandon life and reason together, in
some struggle with the grim phantasm, FEAR.""</delay>

<amb>I learned, moreover, at intervals, and through broken and
equivocal hints, another singular feature of his mental
condition.</amb>

<amb>He was enchained by certain superstitious impressions
in regard to the dwelling which he tenanted, and whence, for many
years, he had never ventured forth--in regard to an influence
whose supposititious force was conveyed in terms too shadowy here
to be re-stated--an influence which some peculiarities in the
mere form and substance of his family mansion, had, by
dint of long sufferance, he said, obtained over his spirit--an
effect which the physique of the grey walls and turrets, and
of the dim tarn into which they all looked down, had, at length,
brought about upon the morale of his existence.</amb>

He admitted, however, although with hesitation, that much of
the peculiar gloom which thus afflicted him could be traced to a
more natural and far more palpable origin--to the severe and
long-continued illness--indeed to the evidently approaching
dissolution--of a tenderly beloved sister--his sole companion for
long years--his last and only relative on earth.",219,"In this unnerved--in
this pitiable condition--I feel that the period will sooner or
later arrive when I must abandon life and reason together, in
some struggle with the grim phantasm, FEAR.""

I learned, moreover, at intervals, and through broken and
equivocal hints, another singular feature of his mental
condition.

He was enchained by certain superstitious impressions
in regard to the dwelling which he tenanted, and whence, for many
years, he had never ventured forth--in regard to an influence
whose supposititious force was conveyed in terms too shadowy here
to be re-stated--an influence which some peculiarities in the
mere form and substance of his family mansion, had, by
dint of long sufferance, he said, obtained over his spirit--an
effect which the physique of the grey walls and turrets, and
of the dim tarn into which they all looked down, had, at length,
brought about upon the morale of his existence.

He admitted, however, although with hesitation, that much of
the peculiar gloom which thus afflicted him could be traced to a
more natural and far more palpable origin--to the severe and
long-continued illness--indeed to the evidently approaching
dissolution--of a tenderly beloved sister--his sole companion for
long years--his last and only relative on earth."
Poe,delay:foreshadowing,"<delay type=""foreshadowing"">""Her decease,""
he said, with a bitterness which I can never forget, ""would leave
him (him the hopeless and the frail) the last of the ancient race
of the Ushers.""</delay>

While he spoke, the lady Madeline (for so was
she called) passed slowly through a remote portion of the
apartment, and, without having noticed my presence, disappeared.",61,"""Her decease,""
he said, with a bitterness which I can never forget, ""would leave
him (him the hopeless and the frail) the last of the ancient race
of the Ushers.""

While he spoke, the lady Madeline (for so was
she called) passed slowly through a remote portion of the
apartment, and, without having noticed my presence, disappeared."
Poe,amb,"<amb>I regarded her with an utter astonishment not unmingled with
dread--and yet I found it impossible to account for such
feelings.</amb>

<amb>A sensation of stupor oppressed me, as my eyes
followed her retreating steps.</amb>

<delay type=""foreshadowing"">When a door, at length, closed
upon her, my glance sought instinctively and eagerly the
countenance of the brother--but he had buried his face in his
hands, and I could only perceive that a far more than ordinary
wanness had overspread the emaciated fingers through which
trickled many passionate tears.</delay>

The disease of the lady Madeline had long baffled the skill
of her physicians.",108,"I regarded her with an utter astonishment not unmingled with
dread--and yet I found it impossible to account for such
feelings.

A sensation of stupor oppressed me, as my eyes
followed her retreating steps.

When a door, at length, closed
upon her, my glance sought instinctively and eagerly the
countenance of the brother--but he had buried his face in his
hands, and I could only perceive that a far more than ordinary
wanness had overspread the emaciated fingers through which
trickled many passionate tears.

The disease of the lady Madeline had long baffled the skill
of her physicians."
Poe,amb,"<amb>I regarded her with an utter astonishment not unmingled with
dread--and yet I found it impossible to account for such
feelings.</amb>

<amb>A sensation of stupor oppressed me, as my eyes
followed her retreating steps.</amb>

<delay type=""foreshadowing"">When a door, at length, closed
upon her, my glance sought instinctively and eagerly the
countenance of the brother--but he had buried his face in his
hands, and I could only perceive that a far more than ordinary
wanness had overspread the emaciated fingers through which
trickled many passionate tears.</delay>

The disease of the lady Madeline had long baffled the skill
of her physicians.",108,"I regarded her with an utter astonishment not unmingled with
dread--and yet I found it impossible to account for such
feelings.

A sensation of stupor oppressed me, as my eyes
followed her retreating steps.

When a door, at length, closed
upon her, my glance sought instinctively and eagerly the
countenance of the brother--but he had buried his face in his
hands, and I could only perceive that a far more than ordinary
wanness had overspread the emaciated fingers through which
trickled many passionate tears.

The disease of the lady Madeline had long baffled the skill
of her physicians."
Poe,delay:foreshadowing,"<amb>I regarded her with an utter astonishment not unmingled with
dread--and yet I found it impossible to account for such
feelings.</amb>

<amb>A sensation of stupor oppressed me, as my eyes
followed her retreating steps.</amb>

<delay type=""foreshadowing"">When a door, at length, closed
upon her, my glance sought instinctively and eagerly the
countenance of the brother--but he had buried his face in his
hands, and I could only perceive that a far more than ordinary
wanness had overspread the emaciated fingers through which
trickled many passionate tears.</delay>

The disease of the lady Madeline had long baffled the skill
of her physicians.",108,"I regarded her with an utter astonishment not unmingled with
dread--and yet I found it impossible to account for such
feelings.

A sensation of stupor oppressed me, as my eyes
followed her retreating steps.

When a door, at length, closed
upon her, my glance sought instinctively and eagerly the
countenance of the brother--but he had buried his face in his
hands, and I could only perceive that a far more than ordinary
wanness had overspread the emaciated fingers through which
trickled many passionate tears.

The disease of the lady Madeline had long baffled the skill
of her physicians."
Poe,amb,"And thus, as a
closer and still closer intimacy admitted me more unreservedly
into the recesses of his spirit,

<amb>the more bitterly did I perceive
the futility of all attempt at cheering a mind from which
darkness, as if an inherent positive quality, poured forth upon
all objects of the moral and physical universe, in one unceasing
radiation of gloom.</amb>

I shall ever bear about me a memory of the many solemn hours
I thus spent alone with the master of the House of Usher.",87,"And thus, as a
closer and still closer intimacy admitted me more unreservedly
into the recesses of his spirit,

the more bitterly did I perceive
the futility of all attempt at cheering a mind from which
darkness, as if an inherent positive quality, poured forth upon
all objects of the moral and physical universe, in one unceasing
radiation of gloom.

I shall ever bear about me a memory of the many solemn hours
I thus spent alone with the master of the House of Usher."
Poe,amb,"From the paintings over which his elaborate fancy
brooded, and which grew, touch by touch,

<amb>into vagueness at which
I shuddered the more thrillingly, because I shuddered knowing not
why;</amb>

--from these paintings (vivid as their images now are before
me) I would in vain endeavour to educe more than a small portion
which should lie within the compass of merely written words.",65,"From the paintings over which his elaborate fancy
brooded, and which grew, touch by touch,

into vagueness at which
I shuddered the more thrillingly, because I shuddered knowing not
why;

--from these paintings (vivid as their images now are before
me) I would in vain endeavour to educe more than a small portion
which should lie within the compass of merely written words."
Poe,atmosphere,"<atmosphere>A small picture
presented the interior of an immensely long and rectangular vault
or tunnel, with low walls, smooth, white, and without
interruption or device.",26,"A small picture
presented the interior of an immensely long and rectangular vault
or tunnel, with low walls, smooth, white, and without
interruption or device."
Poe,amb,"<amb>I was, perhaps, the more
forcibly impressed with it, as he gave it, because, in the under
or mystic current of its meaning, I fancied that I perceived,</amb>

<delay type=""foreshadowing"">and for the first time, a full consciousness on the part of Usher, of
the tottering of his lofty reason upon her throne.</delay>

The verses, which were entitled ""The Haunted Palace,"" ran very nearly, if not
accurately, thus:


                            I.",73,"I was, perhaps, the more
forcibly impressed with it, as he gave it, because, in the under
or mystic current of its meaning, I fancied that I perceived,

and for the first time, a full consciousness on the part of Usher, of
the tottering of his lofty reason upon her throne.

The verses, which were entitled ""The Haunted Palace,"" ran very nearly, if not
accurately, thus:


                            I."
